asin,brand,title,,,rating,review,totalReviews,prices
B00NFG57CW,Nokia,"Nokia Lumia 830 GSM Smartphone, Black - AT&T - No Warranty",,,3.4,The battery died in less than 24/hours....,111,$89.95 
B00NKR9FT2,Samsung,"Samsung Galaxy Note 4, Charcoal Black 32GB (Sprint)",,,3.4,Excellent Product.,1,$239.99 
B00NKR9MJA,Samsung,"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",,,3.2,very well,218,$219.99 
B00NMWYA36,Samsung,Samsung Galaxy S5 Active G870a 16GB Unlocked GSM Extremely Durable Smartphone w/ 16MP Camera - Titanium Gray,,,3.2,Cannot connect to GSM network,631,$157.99 
B00O15MWOM,Nokia,Nokia Lumia 530 White - No Contract (T-Mobile),,,3.1,"This cell phone exceeded my expectations, it's user friendly & everything works like they said it would. The price is amazingly cheap. The features are enormous & helpful.",370,$99.95 
B00OAW79PS,Samsung,Samsung Galaxy S4 SGH-i337 16GB Black Mist (AT&T),,,3.7,"pros.. it works fine, its easy to use, not too heavy.cons .. most of the apps are for android iphone and bb",27,
B00OEK6TWU,Samsung,Samsung Galaxy Note 3 N900A 32GB Unlocked GSM Octa-Core Smartphone w/ 13MP Camera - Black,,,3.6,I went through lots of reviews for different phone before buying it. I found this phone pretty good. No problems so far.,416,$214.50 
B00OL5H1HU,Samsung,Samsung Galaxy ACE Style Black,,,4.1,excelente,2,
B00OZTSY6Y,Motorola,"Motorola DROID Turbo XT1254, Black Ballistic Nylon 32GB (Verizon Wireless)",,,3.4,"I have to say that it is a ok phone. I don't like the keyboard. There is only 5 or 6 language options, no Korean and Chinese.",530,$159.99 
B00PA583YA,Motorola,"Motorola Moto X - 2nd Generation, Football Leather 16GB (Verizon Wireless)",,,4.1,excelente,122,
B00PI1EZPC,Samsung,"Samsung Galaxy Note Edge, Charcoal Black 32GB (Sprint)",,,3,"Phone works great, looks great and shipped quiet quickly only issue is can with a European Charger so had to purchase micro-usb to usb cable to charge phone which I would have had to do to download and update system any way.",66,$199.99 
B00PR2QSU2,Nokia,Nokia Lumia 520- GoPhone - Black,,,2.8,Ver Good!,9,
B00Q8NHBWI,Samsung,Samsung Galaxy Note Edge SM-N915T 32GB for T-Mobile (Certified Refurbished),,,3.3,"a pretty capable, durable texting phone, unlocked as advertised, but the version i received had arabic on the keys in addition to the typical ISO basic latin and many symbols missing, like ""!"".",60,
B00QQPNYZ6,Motorola,Motorola Moto E Prepaid Phone (Net10),,,2.9,"Excellent phone has all the special functions to be communicated with all social networks, excellent operational...I recommend it 100% excellent product",59,$28.69 
B00R3R6W3W,Samsung,"Samsung Convoy 3 Non-Camera, Gray (Verizon Wireless)",,,1,"Do not buy it!. It feels like a pretended toy in your hand. If you want it for your kids, it's ok!.",2,
B00SIB3HS0,Samsung,Samsung Galaxy S4 M919 16GB Unlocked GSM 4G LTE Quad-Core Smartphone - White Frost,,,2.6,"Excellent phone, for adults recommend. . WhatsApp, Internet , app, radio, keyboard qwerty easy for use. Display big visualiser. Funny",30,$169.93 
B00TRLXO6U,Nokia,Nokia Lumia 928 32GB Unlocked GSM 4G LTE Windows Smartphone w/ 8MP Carl Zeiss Optics Camera - Black,,,3.8,"I have enjoyed my Nokia C3 phone for a few years, but it was tired and needed an update. This Asha 302 phone is just that - all of the Symbian S40 simple goodness, with a much higher quality set of hardware. The screen is sharper, processor faster, phone takes nice clear pictures that are pretty much good enough, the ring and alert tones are more discreet and professional. The internet and mail stuff is actually useable on T-Mobile's 3.5G network and requires very little data to stay connected on a minumal plan. Strangely, I cannot it do wifi yet ... it receives the signal but just insists on using network data or nothing at all. Probably a setting in the menu I have not toggled to the right setting. Anyway - if you want a phone that texts very easily, has a 4-day battery, a very convenient and useable features, and yet not crack open the crack-pipe of the internet constanly, the Asha 302 does it with style and then some. I may get myself another one or two for the future, as I bet this is the end-run for this type of practical phone.",111,
B00U8F1F1A,Motorola,Motorola Nexus 6 XT1103 32GB 3G/4G LTE Factory Unlocked Cell Phone (Midnight Blue),,,3.5,when i got phone it wouldn't work I took it to a Verizon store here the battery didn't work even when I charged it for 12 hrs Verizon put another used battery in phone it started to work,123,"$184.01,$199.99"
B00U8KT62A,Samsung,"Samsung Galaxy S6 SM-G920F Factory Unlocked Cellphone, International Version, No Warranty 32GB, Gold",,,3.8,I liked,236,$256.57 
B00UA8JZA8,Samsung,Samsung Galaxy S6 G920F Unlocked Cell Phone - International Sourced Version - White Pearl,,,3.5,Great. Arrived quickly.,129,$249.99 
B00UPCKKUI,Samsung,Samsung S6 Edge G925T 64GB Black Sapphire - T-Mobile,,,3.7,"Phone works great, you may have to get a sum card adapter to make micro sim cats work.",5,
B00UZ7QJ6W,Samsung,Samsung Galaxy S4 Mini I257 16GB Unlocked GSM 4G LTE Android Smartphone w/ 8MP Camera - Black Mist,,,3.6,"Avianna LLC is an incredible seller. The phone did take a while to get to my place however when the phone didn't work on my provider, Andrew stayed on the phone with me with tech support with my service provider for over 1.5 hrs just to try and get the phone to work. When that didn't work he immediately sent a replacement phone for me to use. He is very receptive to feedback and is constantly in contact when a problem arises. The product was as described, used Sprint Unlocked Blackberry Bold and I believe it is the service from my provider that was the problem.",91,$199.99 
B00V7FWBZY,Samsung,"Samsung Galaxy S6, Black Sapphire 32GB (Sprint)",,,3.5,"Ad advertised as unlocked, had to pay $30..00 to have unlocked, phone number does not appear on phone.",1,
B00V7FWEX8,Samsung,Samsung Galaxy S6 G920P 64GB Black (Sprint),,,3.9,Exactly what I was expecting.thank you.,58,
B00V7FWPVO,Samsung,"Samsung Galaxy S6, Gold Platinum 64GB (Sprint)",,,3.5,Got it faster than I expected. Just what I needed for my job thanks a lot,1,
B00V7FWWA8,Samsung,"Samsung Galaxy S6 Edge, White Pearl 64GB (Sprint)",,,3.5,exelente,495,$229.99 
B00V7FWZVY,Samsung,"Samsung Galaxy S6 Edge, Black Sapphire 32GB (Sprint)",,,3.2,phone works great for the price although when we got it by UPS the UPS guy just dropped it between the screen door and our big door,37,$239.99 
B00VGYOY38,Samsung,"Samsung Galaxy S6 G920 32GB GSM Unlocked International Smartphone, Black Sapphire",,,3.5,"Keeping in mind that this is a sub $100 phone that has generally been advertised as the ""cheapest quad-core phone,"" the Landvo L800 has turned out to be a good phone that has exceeded my expectations. From all my research, Landvo seems to be a new company and the L800 was their first model which they released in March of 2014. I took a risk (although less than $100 isn't a huge risk) in buying this in April with no reviews available. The main thing I was looking for was the most powerful, inexpensive phone at the $100 price point. Battery life was also a major factor. So I purchased this phone on the basis of being the only phone in the price range at the time with a quadcore processor and also because it sports a 2300mah battery which was about the largest battery at the price point of the available models.There were a lot of things I immediately liked about the phone. Despite the low resolution and lack of IPS, the screen is pretty crisp and the viewing angles are more than decent. The battery life has also been good--as I have been averaging two days of average use on a full charge. One day of heavy use would usually put me around the 30% range which still isn't bad. I also was almost shocked by the build quality. The phone is heavier than most name-brand competition in its size class but it has a weighty, solid feel too it. The sides are metal, as are the volume rocker and power button. There are no creaks and everything fits together tightly. Fit and finish is top notch. I believe the screen is plastic and not glass, however. Their are pros and cons to this as a plastic screen is susceptible to scratching. However, it does mean that I will never have to worry about a cracked screen if I drop the phone. The phone came with a screen protector prefitted on the phone and an additional one in the box. The included silicone case is relatively simple but was also a nice touch, especially owing to the fact that a no-name brand phone is unlikely to have third party support for cases and such.However, I would not have recommended this phone to anyone at the time. Why? Because performance was lackluster. The quadcore SoC is quite snappy however, the small 512mb of ram was suffering on Android 4.2.2. I was wary of purchasing a phone with less than 1gb of ram and I was regretting it at this point. It would freeze and stutter during even the simplest tasks such as hammering out a text. I put forth my best efforts to streamline my system as much as possible to keep it running smoothly but the fact was it just didn't have enough ram to power Android comfortably. I was ready to ditch the phone for something new.I have completely changed my tune, however, and wouldn't hesitate to recommend this phone in a heartbeat. Why? Surprisingly, Landvo has supported with releasing an official 4.4 KitKat rom for the phone. For those who are tech savvy, this is a boon. KitKat was actually streamlined by Google so that devices with only 512mb of ram can run it comfortably (4.2 was a bit of a resource hog). At this point, I figured I had nothing to lose--I was planning on dumping the phone anyways. Needless to say, flashing to KitKat made a world of difference. The performance is literally night and day as upgrading to 4.4 literally got rid of *all* the lag I was experiencing with the phone. It is now quite fast--I would argue faster than my Sero 7 Pro tablet which is running the old but venerable Tegra 3 processor. Demanding, apps load quickly without stuttering. Animations are smooth and everything has become a joy to use with this phone.If you are looking for a ridiculously cheap, but fast 5.0"" Android phone with good battery life and good build quality, this is the one you are looking for hands down. It's not going to compete with TOTL phones out there but for a measly $95, you shouldn't be expecting that. What you get is a perfectly usable phone at an almost throw away price. I've noticed vendors selling the L800 with Android 4.4 already installed so it looks like the new stock of this phone has been upgraded. If you are not tech savvy and comfortable with flashing your phone, make sure you purchase one with 4.4 already installed! You will love it if you do.",180,
B00VH2TWBS,Samsung,Samsung GALAXY S6 G920 32GB Unlocked GSM 4G LTE Octa-Core Smartphone - Black Sapphire,,,2.8,"Is a good product That I recomended it has all you will need, it's fast good looking very good,thank you",230,
B00W2HK38I,Samsung,"Samsung Galaxy S6 Edge G925T 32GB w/ 4G LTE, 16MP Camera and Octa-Core Processor (T-Mobile) - Black Sapphire",,,3.3,my autistic son is in his glory lol thank you again,26,
B00WF988BW,Samsung,Samsung Convoy 3 SCH-U680 Rugged 3G Cell Phone Verizon Wireless,,,3.6,"All around good phone, not glitchy at all, or laggy. There are a fee problems such as the storage being very small (only 2gb) and the camera is very poor quality. I'm pretty certain that you can buy a Galaxy S 4 camera and install it to this phone. But all around this is a pretty great phone!",252,
